X [],R.RA: EMG 1 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.ES: EMG 2 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.IL: EMG 3 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.GMax: EMG 4 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.RF: EMG 5 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.BF: EMG 6 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.MF: EMG 8 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS []
0.713,8.95106E-06,2.50716E-06,7.44442E-06,5.62879E-06,1.50976E-05,8.90747E-05,1.76889E-05,6.1488E-05
0.714,8.45412E-06,2.2985E-06,7.87259E-06,5.67286E-06,1.62813E-05,9.25981E-05,1.69166E-05,6.28781E-05
0.715,7.96231E-06,2.19084E-06,7.58859E-06,5.78032E-06,1.79362E-05,9.54834E-05,1.62832E-05,6.28781E-05
0.716,7.82035E-06,2.17037E-06,7.20317E-06,6.08509E-06,1.8987E-05,9.78644E-05,1.62351E-05,6.26334E-05
0.717,7.75238E-06,2.10925E-06,7.11132E-06,6.7861E-06,1.90979E-05,9.97642E-05,1.64426E-05,6.19957E-05
0.718,7.33622E-06,2.09734E-06,7.15791E-06,7.6154E-06,1.89723E-05,0.000100876,1.36722E-05,6.2951E-05
0.719,6.64241E-06,1.89735E-06,6.70229E-06,8.06221E-06,1.90227E-05,0.000100907,1.15582E-05,6.0824E-05
0.72,6.30333E-06,1.67968E-06,5.50213E-06,8.30257E-06,1.89531E-05,9.97109E-05,1.35601E-05,5.85818E-05
0.721,5.90139E-06,1.68233E-06,4.9998E-06,8.76254E-06,1.87383E-05,9.62873E-05,1.6407E-05,6.22021E-05
0.722,5.49929E-06,1.75998E-06,4.99395E-06,9.26861E-06,1.86468E-05,9.08488E-05,1.66225E-05,6.65315E-05
0.723,5.47075E-06,1.78311E-06,4.90141E-06,9.3551E-06,1.87871E-05,8.41186E-05,1.72087E-05,7.08939E-05
0.724,5.57868E-06,1.82494E-06,5.00122E-06,9.32911E-06,1.87992E-05,7.74817E-05,1.738E-05,7.26057E-05
0.725,5.58937E-06,1.81502E-06,5.16121E-06,9.34422E-06,1.85687E-05,7.31536E-05,1.76746E-05,7.30049E-05
0.726,5.57483E-06,1.67467E-06,5.20666E-06,9.227E-06,1.85404E-05,7.13505E-05,1.8084E-05,7.30866E-05
0.727,5.689E-06,1.49483E-06,5.29894E-06,9.0732E-06,1.79549E-05,7.08472E-05,1.82071E-05,7.24729E-05
0.728,5.75204E-06,1.37198E-06,5.5073E-06,8.99342E-06,1.6817E-05,7.08386E-05,1.82479E-05,7.04959E-05
0.729,5.64723E-06,1.20592E-06,5.47514E-06,8.8119E-06,1.73411E-05,7.071E-05,1.84944E-05,6.90454E-05
0.73,5.43647E-06,1.18176E-06,5.62703E-06,8.60143E-06,1.81267E-05,6.93694E-05,1.83607E-05,6.92173E-05
0.731,5.06018E-06,1.17765E-06,5.7167E-06,8.60483E-06,1.81425E-05,6.6274E-05,1.75856E-05,7.00998E-05
0.732,4.94786E-06,1.26285E-06,5.69611E-06,8.89419E-06,1.83721E-05,6.12022E-05,1.66846E-05,6.9733E-05
0.733,4.94584E-06,1.34375E-06,5.68379E-06,9.32537E-06,1.86373E-05,5.49878E-05,1.78986E-05,6.73878E-05
0.734,5.0572E-06,1.37894E-06,4.96341E-06,9.55156E-06,1.82218E-05,4.89392E-05,2.05369E-05,6.71828E-05
0.735,5.10421E-06,1.2996E-06,4.76915E-06,9.64051E-06,1.74524E-05,4.30674E-05,2.3001E-05,7.11072E-05
0.736,5.01262E-06,1.31794E-06,4.81184E-06,9.6131E-06,1.63574E-05,3.84941E-05,2.4331E-05,7.36392E-05
0.737,4.97559E-06,1.33606E-06,4.93087E-06,9.27242E-06,1.64114E-05,3.56796E-05,2.42859E-05,7.35571E-05
0.738,4.94957E-06,1.53401E-06,4.86172E-06,8.78324E-06,1.68142E-05,3.4499E-05,2.50418E-05,7.2933E-05
0.739,4.99308E-06,1.62979E-06,4.69904E-06,8.44695E-06,1.67809E-05,3.52316E-05,2.59044E-05,7.31249E-05
0.74,4.83971E-06,1.63288E-06,4.4543E-06,8.17072E-06,1.67156E-05,3.6773E-05,2.49039E-05,7.0941E-05
0.741,4.47941E-06,1.64096E-06,4.42713E-06,7.66632E-06,1.67737E-05,3.80072E-05,2.44838E-05,6.68756E-05
0.742,4.17327E-06,1.62248E-06,5.62571E-06,7.0731E-06,1.6853E-05,3.86847E-05,2.87779E-05,6.26587E-05
0.743,3.92267E-06,1.6508E-06,6.11213E-06,6.84687E-06,1.6658E-05,3.85314E-05,2.886E-05,5.72143E-05
0.744,3.76331E-06,1.63201E-06,6.09378E-06,6.81177E-06,1.66339E-05,3.82458E-05,2.88014E-05,5.5837E-05
0.745,3.73866E-06,1.68549E-06,5.98253E-06,6.7851E-06,1.71416E-05,3.80707E-05,2.86619E-05,5.55448E-05
0.746,3.7074E-06,1.7223E-06,6.13532E-06,6.79779E-06,1.78051E-05,3.79443E-05,2.84391E-05,5.56846E-05
0.747,3.44108E-06,1.72818E-06,6.07477E-06,6.82368E-06,1.78525E-05,3.81819E-05,2.87059E-05,5.53926E-05
0.748,3.22576E-06,1.74326E-06,5.87768E-06,6.80144E-06,1.76624E-05,3.84654E-05,2.9198E-05,5.53333E-05
0.749,3.16074E-06,1.75511E-06,5.77637E-06,6.71569E-06,1.67607E-05,3.81668E-05,2.94341E-05,5.51749E-05
0.75,3.15474E-06,1.77466E-06,5.61567E-06,6.60499E-06,1.59752E-05,3.77145E-05,2.97684E-05,5.38659E-05
0.751,3.05297E-06,1.7939E-06,5.54611E-06,6.41127E-06,1.5991E-05,3.72932E-05,3.01105E-05,5.2721E-05
0.752,3.04538E-06,1.74216E-06,5.52434E-06,5.9274E-06,1.56966E-05,3.69312E-05,3.02042E-05,5.30621E-05
0.753,3.05928E-06,1.67248E-06,5.48951E-06,5.30956E-06,1.50626E-05,3.67464E-05,2.94752E-05,5.3217E-05
0.754,2.76565E-06,1.63679E-06,5.90352E-06,4.93769E-06,1.42049E-05,3.64405E-05,2.76771E-05,5.11747E-05
0.755,2.6686E-06,1.65247E-06,6.1205E-06,4.7718E-06,1.31677E-05,3.58254E-05,2.60322E-05,4.61276E-05
0.756,2.59242E-06,1.66748E-06,6.19434E-06,4.65192E-06,1.30447E-05,3.43372E-05,2.52228E-05,4.19582E-05
0.757,2.4437E-06,1.66838E-06,6.57002E-06,4.57118E-06,1.27889E-05,3.18332E-05,2.54527E-05,4.11261E-05
0.758,2.62927E-06,1.66158E-06,6.98207E-06,4.43531E-06,1.22806E-05,2.91149E-05,2.52954E-05,4.04531E-05
0.759,2.79474E-06,1.62629E-06,7.24307E-06,4.22427E-06,1.21939E-05,2.56412E-05,2.43487E-05,3.6692E-05
0.76,3.06013E-06,1.63675E-06,7.24516E-06,4.11934E-06,1.22186E-05,2.13787E-05,2.71403E-05,2.88355E-05
0.761,3.46363E-06,1.67439E-06,7.24612E-06,4.05098E-06,1.20995E-05,1.79356E-05,3.44317E-05,2.45087E-05
0.762,3.54871E-06,1.60139E-06,7.59359E-06,4.05388E-06,1.20951E-05,1.60015E-05,4.68299E-05,2.51066E-05
0.763,3.54437E-06,1.5474E-06,9.17293E-06,4.04124E-06,1.25732E-05,1.57257E-05,5.32684E-05,2.72207E-05
0.764,3.54327E-06,1.50307E-06,9.51164E-06,4.04227E-06,1.33068E-05,1.57001E-05,5.38368E-05,2.71335E-05
0.765,3.5603E-06,1.44519E-06,9.61212E-06,4.03721E-06,1.33847E-05,1.52634E-05,5.39454E-05,2.87407E-05
0.766,3.7687E-06,1.39497E-06,9.63474E-06,3.98915E-06,1.28694E-05,1.52114E-05,5.4164E-05,2.86798E-05
0.767,4.10804E-06,1.39681E-06,9.68394E-06,3.92136E-06,1.28233E-05,1.45696E-05,5.51762E-05,2.87135E-05
0.768,4.32918E-06,1.40405E-06,1.00864E-05,3.87489E-06,1.24605E-05,1.36213E-05,5.6796E-05,2.87644E-05
0.769,4.39177E-06,1.39511E-06,1.02944E-05,3.85974E-06,1.09036E-05,1.46193E-05,5.9174E-05,2.8616E-05
0.77,4.49847E-06,1.34912E-06,1.03477E-05,3.81686E-06,1.02703E-05,1.73368E-05,6.33379E-05,2.83605E-05
0.771,4.69199E-06,1.32796E-06,1.03309E-05,3.69612E-06,1.0566E-05,2.06177E-05,7.03824E-05,2.80214E-05
0.772,4.88277E-06,1.31143E-06,1.03307E-05,3.65264E-06,1.13824E-05,2.50884E-05,7.3233E-05,2.68355E-05
0.773,5.00435E-06,1.30811E-06,1.0347E-05,3.58317E-06,1.21713E-05,2.88131E-05,7.36812E-05,2.65486E-05
0.774,5.14751E-06,1.31162E-06,1.05176E-05,3.5017E-06,1.22012E-05,2.99323E-05,7.69222E-05,2.65593E-05
0.775,5.26208E-06,1.30247E-06,1.08318E-05,3.33483E-06,1.20338E-05,3.00149E-05,8.44989E-05,2.53941E-05
0.776,5.42405E-06,1.2622E-06,1.08571E-05,3.07494E-06,1.20862E-05,3.04916E-05,8.78555E-05,2.52711E-05
0.777,5.54496E-06,1.25962E-06,1.08637E-05,2.79098E-06,1.22904E-05,3.19288E-05,8.81247E-05,2.7466E-05
0.778,5.49016E-06,1.00837E-06,1.0746E-05,2.47691E-06,1.29313E-05,3.36552E-05,8.81666E-05,2.91968E-05
0.779,5.27649E-06,9.04537E-07,1.07952E-05,2.27699E-06,1.41493E-05,3.49431E-05,8.81426E-05,2.99146E-05
0.78,4.93789E-06,8.43022E-07,1.08677E-05,2.20433E-06,1.52629E-05,3.5807E-05,8.77211E-05,3.01295E-05
0.781,4.65518E-06,6.79472E-07,1.10193E-05,2.14936E-06,1.55138E-05,3.63698E-05,8.63117E-05,3.00504E-05
0.782,4.5967E-06,6.57396E-07,1.10987E-05,2.02196E-06,1.56395E-05,3.64883E-05,8.09638E-05,2.95093E-05
0.783,4.66508E-06,6.66839E-07,1.0658E-05,1.9951E-06,1.58148E-05,3.63701E-05,7.88344E-05,2.74526E-05
0.784,4.71601E-06,7.5432E-07,1.05605E-05,2.02839E-06,1.60403E-05,3.65543E-05,8.08731E-05,2.49827E-05
0.785,4.86525E-06,7.35475E-07,1.06967E-05,2.04764E-06,1.62107E-05,3.73024E-05,8.20312E-05,2.26762E-05
0.786,5.46663E-06,7.35527E-07,1.13337E-05,2.0459E-06,1.60906E-05,3.77243E-05,8.21247E-05,2.2096E-05
0.787,6.53869E-06,7.20231E-07,1.25275E-05,2.02211E-06,1.61132E-05,3.77377E-05,8.17873E-05,2.18899E-05
0.788,7.36854E-06,6.66284E-07,1.34082E-05,2.02516E-06,1.61477E-05,3.77686E-05,8.30575E-05,2.21387E-05
0.789,7.93249E-06,6.44586E-07,1.4514E-05,2.03005E-06,1.6134E-05,3.7353E-05,8.32995E-05,2.28911E-05
0.79,8.10806E-06,6.39292E-07,1.4548E-05,2.09168E-06,1.566E-05,3.62509E-05,8.09418E-05,2.32014E-05
0.791,8.0465E-06,6.5615E-07,1.46422E-05,2.17527E-06,1.5668E-05,3.45162E-05,7.48895E-05,2.32686E-05
0.792,7.93689E-06,7.20776E-07,1.47618E-05,2.27397E-06,1.5604E-05,3.14404E-05,7.21227E-05,2.55031E-05
0.793,7.89899E-06,8.3671E-07,1.50389E-05,2.49232E-06,1.50694E-05,2.82237E-05,7.22483E-05,3.30348E-05
0.794,7.82106E-06,8.88304E-07,1.52888E-05,2.61436E-06,1.50165E-05,2.73551E-05,6.94795E-05,3.72065E-05
0.795,7.84495E-06,9.25523E-07,1.55493E-05,2.58741E-06,1.52444E-05,2.74598E-05,6.02238E-05,3.70074E-05
0.796,7.90339E-06,9.46454E-07,1.58097E-05,2.51767E-06,1.56768E-05,2.69512E-05,5.51457E-05,3.62226E-05
0.797,8.00338E-06,9.28882E-07,1.57689E-05,2.4149E-06,1.5915E-05,2.50764E-05,5.4617E-05,3.51091E-05
0.798,8.19067E-06,9.46707E-07,1.56919E-05,2.34184E-06,1.62746E-05,2.25549E-05,5.41632E-05,3.41693E-05
0.799,8.34922E-06,9.5711E-07,1.55371E-05,2.37608E-06,1.68952E-05,2.05692E-05,5.4175E-05,3.3575E-05
0.8,8.40533E-06,9.91725E-07,1.55858E-05,2.42258E-06,1.76238E-05,1.91009E-05,5.36165E-05,3.34497E-05
0.801,8.45245E-06,9.96067E-07,1.57166E-05,2.49078E-06,1.79752E-05,1.73938E-05,5.14139E-05,3.32453E-05
0.802,8.55938E-06,1.00762E-06,1.51631E-05,2.71776E-06,1.78227E-05,1.58565E-05,4.83075E-05,3.29955E-05
0.803,8.66197E-06,1.01076E-06,1.44517E-05,2.9081E-06,1.77178E-05,1.47977E-05,4.49288E-05,3.35975E-05
0.804,8.75096E-06,9.48254E-07,1.4518E-05,3.05819E-06,1.75566E-05,1.35234E-05,4.04771E-05,3.43311E-05
0.805,8.69499E-06,1.03583E-06,1.50554E-05,3.20408E-06,1.71833E-05,1.14768E-05,3.79011E-05,3.59147E-05
0.806,8.2496E-06,1.10247E-06,1.47122E-05,3.21379E-06,1.71216E-05,1.00874E-05,3.73475E-05,4.00092E-05
0.807,7.30789E-06,1.12117E-06,1.39852E-05,3.20549E-06,1.7093E-05,1.00748E-05,3.63333E-05,4.0883E-05
0.808,6.38792E-06,1.13598E-06,1.39114E-05,3.21913E-06,1.70458E-05,1.00496E-05,2.99892E-05,4.06577E-05
0.809,5.66442E-06,1.14605E-06,1.3075E-05,3.30442E-06,1.69607E-05,9.94279E-06,2.36451E-05,4.07698E-05
0.81,5.34685E-06,1.16556E-06,1.34128E-05,3.26784E-06,1.69508E-05,9.70854E-06,2.03788E-05,4.27556E-05
0.811,5.30626E-06,1.15132E-06,1.37344E-05,3.18119E-06,1.66179E-05,9.58601E-06,1.99478E-05,4.63332E-05
0.812,5.3008E-06,1.11209E-06,1.36199E-05,3.08935E-06,1.61484E-05,1.00184E-05,1.97363E-05,4.67831E-05
0.813,5.21403E-06,1.04065E-06,1.33007E-05,2.84196E-06,1.61237E-05,9.8967E-06,1.79777E-05,4.22256E-05
0.814,5.27554E-06,1.01595E-06,1.28164E-05,2.65993E-06,1.63598E-05,8.9747E-06,1.62529E-05,3.8674E-05
0.815,5.30936E-06,9.93415E-07,1.23784E-05,2.65479E-06,1.63978E-05,8.28047E-06,1.58416E-05,4.01877E-05
0.816,5.48746E-06,9.68453E-07,1.20102E-05,2.67269E-06,1.61515E-05,8.09445E-06,1.57531E-05,4.29567E-05
0.817,6.0002E-06,1.04719E-06,1.18025E-05,2.63322E-06,1.58714E-05,8.2E-06,1.56251E-05,4.66877E-05
0.818,6.27401E-06,1.03981E-06,1.1771E-05,2.62251E-06,1.4942E-05,8.67367E-06,1.5619E-05,4.88957E-05
0.819,6.4741E-06,1.06889E-06,1.17841E-05,2.58434E-06,1.31123E-05,8.34214E-06,1.556E-05,4.89884E-05
0.82,6.77252E-06,1.05014E-06,1.16141E-05,2.53922E-06,1.08828E-05,8.10475E-06,1.54833E-05,4.89793E-05
0.821,6.98203E-06,1.04707E-06,1.12836E-05,2.46569E-06,9.98063E-06,8.10579E-06,1.48875E-05,4.91243E-05
0.822,7.11502E-06,1.03667E-06,1.13368E-05,2.19681E-06,1.00693E-05,8.28451E-06,1.35475E-05,4.92589E-05
0.823,7.11857E-06,1.03355E-06,1.13647E-05,1.91962E-06,9.93904E-06,8.65543E-06,1.33384E-05,4.8747E-05
0.824,7.01468E-06,1.03482E-06,1.11215E-05,1.62708E-06,1.0688E-05,9.31359E-06,1.42886E-05,4.81769E-05
0.825,6.98545E-06,9.65965E-07,1.01388E-05,1.30135E-06,1.1601E-05,1.07129E-05,1.63261E-05,4.6982E-05
0.826,6.97119E-06,8.91052E-07,9.81907E-06,1.29786E-06,1.14917E-05,1.14702E-05,1.82256E-05,4.35603E-05
0.827,7.00464E-06,8.69747E-07,9.36451E-06,1.2899E-06,1.21286E-05,1.15559E-05,1.95805E-05,4.2925E-05
0.828,7.26226E-06,8.54476E-07,7.6732E-06,1.28095E-06,1.29555E-05,1.20591E-05,2.07699E-05,4.33286E-05
0.829,7.80354E-06,8.45485E-07,6.7572E-06,1.14406E-06,1.32673E-05,1.45486E-05,2.17923E-05,4.31824E-05
0.83,8.46997E-06,8.60759E-07,6.01111E-06,1.08026E-06,1.34887E-05,1.62397E-05,2.25218E-05,4.10548E-05
0.831,8.82346E-06,8.9712E-07,5.18099E-06,1.21169E-06,1.37676E-05,1.67518E-05,2.29162E-05,3.71383E-05
0.832,8.84842E-06,9.11942E-07,5.13523E-06,1.49274E-06,1.40877E-05,1.65248E-05,2.39414E-05,3.6701E-05
0.833,8.88954E-06,9.04296E-07,5.12736E-06,1.48396E-06,1.41702E-05,1.63265E-05,2.41951E-05,3.67557E-05
0.834,8.95841E-06,8.87736E-07,4.79373E-06,1.45511E-06,1.41018E-05,1.63507E-05,2.34017E-05,3.66778E-05
0.835,8.85926E-06,8.43935E-07,3.98645E-06,1.45732E-06,1.4305E-05,1.65689E-05,2.26839E-05,3.49096E-05
0.836,8.60475E-06,8.42495E-07,3.87486E-06,1.45047E-06,1.44314E-05,1.68431E-05,2.24548E-05,3.1131E-05
0.837,8.10466E-06,7.31938E-07,4.05228E-06,1.45146E-06,1.44707E-05,1.68115E-05,2.24158E-05,2.4201E-05
0.838,7.67495E-06,7.63814E-07,4.20359E-06,1.44903E-06,1.44886E-05,1.64696E-05,2.24896E-05,1.84268E-05
0.839,7.34082E-06,7.81713E-07,4.18888E-06,1.45486E-06,1.44127E-05,1.64432E-05,2.24153E-05,1.84574E-05
0.84,7.03538E-06,7.74884E-07,4.60473E-06,1.54282E-06,1.48952E-05,1.64471E-05,2.2617E-05,1.84298E-05
0.841,6.83204E-06,8.20874E-07,4.76315E-06,1.59586E-06,1.62575E-05,1.64429E-05,2.31951E-05,1.82953E-05
0.842,6.64238E-06,8.52432E-07,4.53039E-06,1.62756E-06,1.70503E-05,1.63922E-05,2.57321E-05,1.80746E-05
0.843,6.57829E-06,9.10274E-07,4.63981E-06,1.62596E-06,1.68678E-05,1.61555E-05,3.026E-05,1.81118E-05
0.844,6.6553E-06,9.10147E-07,4.93749E-06,1.6193E-06,1.58472E-05,1.5572E-05,3.14146E-05,1.79885E-05
0.845,6.75025E-06,8.9469E-07,4.95344E-06,1.59827E-06,1.49789E-05,1.43381E-05,3.04805E-05,1.81084E-05
0.846,6.878E-06,9.04614E-07,5.18569E-06,1.6398E-06,1.51597E-05,1.36664E-05,2.93999E-05,2.02658E-05
0.847,6.83631E-06,9.05107E-07,6.09446E-06,1.65551E-06,1.52463E-05,1.35582E-05,2.84765E-05,2.27304E-05
0.848,6.51029E-06,9.85932E-07,6.85773E-06,1.59945E-06,1.50192E-05,1.30181E-05,2.76228E-05,2.45204E-05
0.849,5.88924E-06,1.00901E-06,6.98901E-06,1.53704E-06,1.5061E-05,1.01253E-05,2.69702E-05,2.59878E-05
0.85,5.07436E-06,9.76936E-07,7.09955E-06,1.53616E-06,1.49515E-05,7.03372E-06,2.65459E-05,2.64317E-05
0.851,4.83084E-06,9.49667E-07,7.4305E-06,1.45739E-06,1.46242E-05,5.84936E-06,2.62475E-05,2.6286E-05
0.852,5.07878E-06,9.64188E-07,7.64543E-06,1.28865E-06,1.42823E-05,6.04821E-06,2.54203E-05,2.47221E-05
0.853,5.40759E-06,9.59491E-07,7.70981E-06,1.26893E-06,1.42193E-05,6.5165E-06,2.48641E-05,2.41816E-05
0.854,5.82029E-06,9.53011E-07,8.96485E-06,1.2669E-06,1.42691E-05,6.54671E-06,2.49849E-05,2.41876E-05
0.855,6.11446E-06,9.6019E-07,9.81154E-06,1.26215E-06,1.38036E-05,6.01817E-06,2.56203E-05,2.41892E-05
0.856,6.27894E-06,1.02402E-06,9.96489E-06,1.26171E-06,1.35105E-05,5.24158E-06,2.60347E-05,2.41714E-05
0.857,6.37454E-06,1.03509E-06,1.09644E-05,1.2742E-06,1.34931E-05,4.93641E-06,2.60968E-05,2.42332E-05
0.858,6.44992E-06,1.00214E-06,1.12131E-05,1.30447E-06,1.35283E-05,5.51013E-06,2.65394E-05,2.44495E-05
0.859,6.46393E-06,9.58149E-07,1.14456E-05,1.39441E-06,1.35093E-05,6.77323E-06,2.94032E-05,2.41922E-05
0.86,6.41822E-06,9.55852E-07,1.13783E-05,1.3872E-06,1.27605E-05,7.83918E-06,3.03178E-05,2.414E-05
0.861,6.3439E-06,9.1708E-07,1.13321E-05,1.33453E-06,1.09193E-05,8.0447E-06,2.96483E-05,2.3949E-05
0.862,6.29914E-06,8.97392E-07,1.13055E-05,1.37219E-06,9.48793E-06,8.01255E-06,2.76936E-05,2.38084E-05
0.863,6.17852E-06,8.34776E-07,1.12576E-05,1.38453E-06,9.25312E-06,8.0133E-06,2.25513E-05,2.40642E-05
0.864,6.08495E-06,8.31859E-07,1.10741E-05,1.39023E-06,9.47616E-06,8.1033E-06,2.11E-05,2.43315E-05
0.865,6.00816E-06,8.27887E-07,1.1186E-05,1.50581E-06,9.66418E-06,8.24092E-06,2.19691E-05,2.43561E-05
0.866,5.92443E-06,8.12307E-07,1.12136E-05,1.55131E-06,9.35349E-06,8.41324E-06,2.21846E-05,2.25817E-05
0.867,5.91568E-06,9.78242E-07,1.07483E-05,1.55089E-06,8.3254E-06,8.4393E-06,2.2206E-05,1.98295E-05
0.868,5.9189E-06,9.82569E-07,1.02943E-05,1.59705E-06,7.44549E-06,8.4432E-06,2.22215E-05,1.73684E-05
0.869,5.84144E-06,9.89335E-07,1.02358E-05,1.67301E-06,6.76309E-06,8.4334E-06,2.20379E-05,1.45096E-05
0.87,5.64331E-06,1.00203E-06,1.06385E-05,1.67752E-06,6.64601E-06,8.39313E-06,2.21757E-05,1.389E-05
0.871,5.27032E-06,1.13213E-06,1.11065E-05,1.71156E-06,7.36272E-06,8.31731E-06,2.66701E-05,1.38576E-05
0.872,4.93666E-06,1.16868E-06,1.1851E-05,1.62615E-06,8.27815E-06,8.18996E-06,2.90126E-05,1.23784E-05
0.873,4.47789E-06,1.39105E-06,1.43469E-05,1.62361E-06,8.66537E-06,7.9154E-06,2.96409E-05,1.15993E-05
0.874,3.64922E-06,1.51118E-06,1.41126E-05,1.62425E-06,8.27757E-06,7.83949E-06,3.5006E-05,1.25885E-05
0.875,3.14484E-06,1.63231E-06,1.46101E-05,1.64924E-06,8.21588E-06,7.73165E-06,4.87037E-05,1.51814E-05
0.876,3.08222E-06,1.84845E-06,1.4644E-05,1.61576E-06,8.06901E-06,7.66895E-06,5.70993E-05,1.60011E-05
0.877,2.9756E-06,1.9044E-06,1.4401E-05,1.60443E-06,7.8143E-06,7.63334E-06,5.89762E-05,1.63501E-05
0.878,2.87424E-06,1.90324E-06,1.44123E-05,1.58077E-06,7.70227E-06,7.27062E-06,5.89319E-05,1.89888E-05
0.879,2.94376E-06,1.92344E-06,1.42324E-05,1.62175E-06,7.91021E-06,6.43314E-06,5.96722E-05,2.22193E-05
0.88,3.17443E-06,2.01017E-06,1.42305E-05,1.71178E-06,8.30336E-06,5.85163E-06,6.35999E-05,2.23239E-05
0.881,3.54097E-06,2.01261E-06,1.45149E-05,1.78048E-06,8.54827E-06,5.85457E-06,6.97629E-05,2.23195E-05
0.882,3.86625E-06,2.0206E-06,1.48493E-05,1.73033E-06,8.60273E-06,5.81226E-06,7.57364E-05,2.2691E-05
0.883,4.14988E-06,2.03785E-06,1.49575E-05,1.73581E-06,8.59392E-06,5.79883E-06,7.88781E-05,2.35098E-05
0.884,4.14047E-06,2.03818E-06,1.49902E-05,1.73104E-06,8.18084E-06,6.36938E-06,8.02532E-05,2.48637E-05
0.885,4.12235E-06,2.04507E-06,1.5042E-05,1.65426E-06,7.77646E-06,8.89361E-06,8.02052E-05,2.65344E-05
0.886,4.06785E-06,2.04483E-06,1.49915E-05,1.62137E-06,7.78366E-06,1.05433E-05,8.23227E-05,2.88733E-05
0.887,4.25315E-06,1.9743E-06,1.51356E-05,1.61799E-06,7.83811E-06,1.12848E-05,8.43369E-05,3.22661E-05
0.888,4.91772E-06,1.95579E-06,1.52668E-05,1.76332E-06,8.03278E-06,1.21305E-05,8.47095E-05,3.26969E-05
0.889,5.16861E-06,1.96395E-06,1.53765E-05,1.85496E-06,8.53883E-06,1.23332E-05,8.48939E-05,3.26771E-05
0.89,5.23029E-06,1.95581E-06,1.50843E-05,1.91903E-06,8.5536E-06,1.27091E-05,8.48133E-05,3.28981E-05
0.891,5.26241E-06,1.87626E-06,1.45589E-05,1.90939E-06,9.21142E-06,1.34177E-05,8.3496E-05,3.29849E-05
0.892,5.26723E-06,1.83952E-06,1.3865E-05,2.0434E-06,1.04479E-05,1.43275E-05,8.26992E-05,3.42896E-05
0.893,5.29206E-06,1.67631E-06,1.12497E-05,2.14372E-06,1.10738E-05,1.50842E-05,8.24801E-05,3.47685E-05
0.894,5.29139E-06,1.56967E-06,1.05912E-05,2.14785E-06,1.1155E-05,1.56882E-05,8.03379E-05,3.44457E-05
0.895,5.26173E-06,1.43518E-06,9.56562E-06,2.13294E-06,1.1645E-05,1.61243E-05,7.26374E-05,3.33617E-05
0.896,5.11545E-06,1.11395E-06,1.12688E-05,2.12887E-06,1.18062E-05,1.64143E-05,6.60743E-05,3.2941E-05
0.897,5.08014E-06,1.04715E-06,1.22685E-05,2.12603E-06,1.18574E-05,1.66166E-05,6.47182E-05,3.27562E-05
0.898,5.05272E-06,1.0482E-06,1.22251E-05,2.12665E-06,1.18478E-05,1.66536E-05,6.63195E-05,3.11139E-05
0.899,4.97391E-06,1.01108E-06,1.2219E-05,2.03188E-06,1.17083E-05,1.65315E-05,6.57885E-05,2.88844E-05
0.9,4.80981E-06,8.32827E-07,1.22775E-05,1.89286E-06,1.15197E-05,1.62701E-05,6.1582E-05,2.88899E-05
0.901,4.5875E-06,8.63934E-07,1.19484E-05,1.82642E-06,1.19833E-05,1.6162E-05,5.53724E-05,2.90403E-05
0.902,4.36133E-06,8.53676E-07,1.17645E-05,1.82504E-06,1.21092E-05,1.61553E-05,5.64173E-05,2.87725E-05
0.903,4.19131E-06,8.05468E-07,1.16887E-05,1.81328E-06,1.2183E-05,1.62243E-05,7.03144E-05,2.79086E-05
0.904,4.56478E-06,8.13911E-07,1.26486E-05,1.81891E-06,1.25766E-05,1.61012E-05,8.05898E-05,2.65967E-05
0.905,4.89299E-06,8.25364E-07,1.2715E-05,1.79771E-06,1.27621E-05,1.49875E-05,8.26746E-05,2.51086E-05
0.906,4.88626E-06,8.26719E-07,1.27386E-05,1.736E-06,1.27578E-05,1.42896E-05,8.0638E-05,2.23942E-05
0.907,4.85781E-06,8.19803E-07,1.26394E-05,1.73235E-06,1.2838E-05,1.43564E-05,7.93157E-05,1.71131E-05
0.908,4.48581E-06,8.0367E-07,1.26479E-05,1.53195E-06,1.28298E-05,1.40333E-05,8.03594E-05,1.72365E-05
0.909,4.52767E-06,7.74326E-07,1.2532E-05,1.34554E-06,1.25539E-05,1.39193E-05,8.13619E-05,2.08878E-05
0.91,4.75355E-06,7.7661E-07,1.25049E-05,1.2503E-06,1.25333E-05,1.36728E-05,8.21396E-05,2.40741E-05
0.911,5.02906E-06,7.77582E-07,1.27324E-05,1.21352E-06,1.17339E-05,1.29936E-05,8.25093E-05,2.76411E-05
