X [],R ILIOPSOAS: EMG 1->Filter->MAV->RMS [],L ILIOPSOAS: EMG 2->Filter->MAV->RMS [],R GLUTEUS MAXIMUS: EMG 4 (IM)->Filter->MAV->RMS [],L GLUTEUS MAXIMUS: EMG 5->Filter->MAV->RMS [],R RECTUS ABDOMINIS: EMG 6->Filter->MAV->RMS [],L RECTUS ABDOMINIS: EMG 7->Filter->MAV->RMS [],R ERECTOR SPINAE: EMG 8->Filter->MAV->RMS [],L ERECTOR SPINAE: EMG 9->Filter->MAV->RMS [],R RECTUS FEMORIS: EMG 10->Filter->MAV->RMS [],L RECTUS FEMORIS: EMG 11->Filter->MAV->RMS [],R BICEPS FEMORIS: EMG 12->Filter->MAV->RMS [],L BICEPS FEMORIS: EMG 13->Filter->MAV->RMS []
8.65,0.000126171,3.90457E-05,5.84659E-06,0.000140743,3.27261E-05,1.08889E-05,8.19906E-05,5.06491E-06,0.000211356,6.94362E-06,1.46674E-05,0.000105996
8.66,0.000131473,3.66184E-05,6.26368E-06,0.000139109,3.28284E-05,1.03933E-05,8.05159E-05,4.68254E-06,0.00019751,6.81597E-06,1.47167E-05,0.000101723
8.67,0.000146169,3.71701E-05,5.49993E-06,0.000138102,3.35052E-05,1.04994E-05,7.90933E-05,4.58918E-06,0.000207222,7.50863E-06,1.48223E-05,0.000105033
8.68,0.000146022,3.80546E-05,5.35588E-06,0.000140126,3.40238E-05,1.07953E-05,7.96661E-05,5.4605E-06,0.000199072,7.32932E-06,1.51139E-05,0.000114426
8.69,0.000145457,3.71316E-05,5.2473E-06,0.000141545,3.40622E-05,1.06325E-05,7.92498E-05,5.30822E-06,0.000220413,7.31648E-06,1.5079E-05,0.000119195
8.7,0.00014566,3.86011E-05,5.22636E-06,0.000141439,3.34105E-05,9.34855E-06,7.93768E-05,4.49349E-06,0.000234796,7.30669E-06,1.52224E-05,0.000121599
8.71,0.000140666,4.11047E-05,5.18042E-06,0.000141319,3.35227E-05,1.00011E-05,8.03934E-05,4.82655E-06,0.000238106,7.40985E-06,1.55844E-05,0.000123008
8.72,0.000139165,4.10866E-05,5.22575E-06,0.000141107,3.31217E-05,1.13819E-05,7.87675E-05,5.57567E-06,0.000245192,7.85417E-06,1.53241E-05,0.000123554
8.73,0.000140887,4.081E-05,5.68224E-06,0.000140524,3.2491E-05,1.03122E-05,7.73087E-05,6.4826E-06,0.000247772,7.67734E-06,1.47254E-05,0.000123712
8.74,0.000147463,4.08E-05,5.95989E-06,0.000140696,3.31652E-05,1.01885E-05,7.62463E-05,6.24736E-06,0.000253359,6.95032E-06,1.39418E-05,0.000115551
8.75,0.000136875,4.09649E-05,5.44042E-06,0.000140729,3.32781E-05,1.04437E-05,7.73617E-05,5.44238E-06,0.00025501,7.29613E-06,1.46608E-05,0.000106769
8.76,0.000128204,4.00714E-05,4.64965E-06,0.000140614,3.21549E-05,1.05075E-05,7.95738E-05,5.06637E-06,0.000251946,7.69013E-06,1.44007E-05,0.000104935
8.77,0.000142874,3.9758E-05,6.08575E-06,0.000140845,3.30306E-05,1.17917E-05,8.04676E-05,5.61964E-06,0.000251176,6.34618E-06,1.4142E-05,0.000114763
8.78,0.000155758,4.14238E-05,7.04323E-06,0.000141137,3.49443E-05,1.20752E-05,8.25272E-05,6.5246E-06,0.000254131,5.64023E-06,1.54334E-05,0.000125672
8.79,0.000165051,4.22319E-05,7.39413E-06,0.000142158,3.5005E-05,1.20945E-05,8.25292E-05,7.0266E-06,0.000254099,6.48951E-06,1.5942E-05,0.000127483
8.8,0.000167654,4.24473E-05,8.11078E-06,0.00014279,3.50055E-05,1.24488E-05,8.2648E-05,7.36636E-06,0.000254082,6.77603E-06,1.6057E-05,0.000127505
8.81,0.000169473,4.27136E-05,8.22859E-06,0.000142843,3.50466E-05,1.25071E-05,8.32401E-05,7.52143E-06,0.000255238,7.69667E-06,1.62713E-05,0.000127532
8.82,0.000171581,4.27102E-05,8.40675E-06,0.000143132,3.5044E-05,1.25683E-05,8.32817E-05,7.55868E-06,0.000255447,8.20124E-06,1.64245E-05,0.00012756
8.83,0.000171559,4.28563E-05,8.57984E-06,0.000143204,3.50651E-05,1.269E-05,8.34655E-05,7.67194E-06,0.00025569,8.20613E-06,1.642E-05,0.000127547
8.84,0.000172592,4.29072E-05,8.57981E-06,0.000143251,3.50856E-05,1.26999E-05,8.36251E-05,7.68092E-06,0.000256104,8.6802E-06,1.65574E-05,0.000127602
8.85,0.000172997,4.29184E-05,8.65975E-06,0.00014334,3.50861E-05,1.27333E-05,8.36264E-05,7.71457E-06,0.000256128,8.79345E-06,1.6595E-05,0.000127624
8.86,0.000173058,4.29568E-05,8.69042E-06,0.000143345,3.50937E-05,1.27562E-05,8.36953E-05,7.73927E-06,0.000256256,8.85433E-06,1.66095E-05,0.000127626
8.87,0.000173337,4.29609E-05,8.69542E-06,0.000143374,3.50972E-05,1.27565E-05,8.37214E-05,7.73943E-06,0.000256334,8.96218E-06,1.66413E-05,0.00012764
8.88,0.000173374,4.29708E-05,8.71687E-06,0.000143391,3.50975E-05,1.27682E-05,8.37259E-05,7.75159E-06,0.000256336,8.96696E-06,1.66433E-05,0.000127642
8.89,0.000173438,4.29788E-05,8.7196E-06,0.000143391,3.50997E-05,1.27716E-05,8.37443E-05,7.75539E-06,0.000256378,9.00363E-06,1.66532E-05,0.000127644
8.9,0.000173497,4.29788E-05,8.72465E-06,0.000143401,3.51E-05,1.27728E-05,8.37465E-05,7.75654E-06,0.000256389,9.02429E-06,1.66595E-05,0.000127647
8.91,0.000173498,4.29826E-05,8.72921E-06,0.000143403,3.51004E-05,1.27757E-05,8.3751E-05,7.75959E-06,0.000256394,9.025E-06,1.66596E-05,0.000127647
8.92,0.000173524,4.29839E-05,8.72924E-06,0.000143404,3.51009E-05,1.27759E-05,8.37549E-05,7.75983E-06,0.000256404,9.03672E-06,1.66629E-05,0.000127649
8.93,0.000173534,4.29842E-05,8.73129E-06,0.000143407,3.51009E-05,1.27768E-05,8.37549E-05,7.76071E-06,0.000256405,9.03945E-06,1.66638E-05,0.000127649
8.94,0.000173536,4.29851E-05,8.73205E-06,0.000143407,3.51011E-05,1.27773E-05,8.37567E-05,7.76133E-06,0.000256408,9.04112E-06,1.66642E-05,0.000127649
8.95,0.000173543,4.29852E-05,8.73219E-06,0.000143407,3.51012E-05,1.27774E-05,8.37573E-05,7.76133E-06,0.00025641,9.04385E-06,1.6665E-05,0.00012765
8.96,0.000173544,4.29855E-05,8.73273E-06,0.000143408,3.51012E-05,1.27777E-05,8.37574E-05,7.76165E-06,0.00025641,9.04395E-06,1.6665E-05,0.00012765
8.97,0.000173545,4.29857E-05,8.7328E-06,0.000143408,3.51013E-05,1.27777E-05,8.37579E-05,7.76174E-06,0.000256411,9.04491E-06,1.66653E-05,0.00012765
8.98,0.000173547,4.29857E-05,8.73293E-06,0.000143408,3.51013E-05,1.27778E-05,8.37579E-05,7.76177E-06,0.000256412,9.04542E-06,1.66654E-05,0.00012765
8.99,0.000171364,4.24451E-05,8.62319E-06,0.000141604,3.46598E-05,1.26171E-05,8.27045E-05,7.66421E-06,0.000253186,8.93165E-06,1.64558E-05,0.000126044
